date,pm10 (μg/m³),pm2_5 (μg/m³),carbon_monoxide (μg/m³),nitrogen_dioxide (μg/m³),sulphur_dioxide (μg/m³),ozone (μg/m³),pm2_5 (μg/m³)_subindex,pm10 (μg/m³)_subindex,carbon_monoxide (μg/m³)_subindex,ozone (μg/m³)_subindex,sulphur_dioxide (μg/m³)_subindex,nitrogen_dioxide (μg/m³)_subindex,AQI
2023-01-22,64.27000000000001,43.864999999999995,385.8095238095238,6.535294117647059,20.957142857142856,105.54166666666667,73.0,64,19,108,26,8,108.0
2023-01-23,76.90416666666667,53.025,432.6,6.694117647058824,23.05,109.95833333333333,88.0,77,22,115,29,8,115.0
2023-01-24,94.18571428571428,64.68571428571428,466.26666666666665,6.815789473684211,24.2,113.33333333333333,116.0,94,23,120,30,9,120.0
2023-01-25,100.17,69.16666666666667,515.5,5.6499999999999995,19.188235294117646,124.25,131.0,100,26,136,24,7,136.0
2023-01-26,92.14444444444445,63.4388888888889,434.1666666666667,4.816666666666666,12.6,114.25,111.0,92,22,121,16,6,121.0
2023-01-27,68.95833333333333,46.9,283.1666666666667,3.420833333333333,13.950000000000001,103.125,78.0,69,14,105,17,4,105.0
2023-01-28,66.87083333333334,45.762499999999996,349.125,3.9285714285714284,14.957142857142857,108.33333333333333,76.0,67,17,112,19,5,112.0
2023-01-29,77.32083333333334,51.90416666666667,430.4166666666667,4.005263157894737,11.210526315789474,119.125,87.0,77,22,128,14,5,128.0
2023-01-30,76.63333333333334,51.354166666666664,354.5416666666667,3.783333333333333,11.8125,110.16666666666667,86.0,77,18,115,15,5,115.0
2023-01-31,83.53750000000001,56.92916666666667,331.5416666666667,2.9291666666666667,10.012500000000001,110.79166666666667,95.0,84,17,116,13,4,116.0
2023-02-01,66.54583333333333,45.47083333333333,308.875,2.8333333333333335,10.766666666666666,108.5,76.0,67,15,112,13,4,112.0
2023-02-02,46.19166666666666,31.787499999999998,251.5,4.045833333333333,11.320833333333333,100.08333333333333,53.0,46,13,100,14,5,100.0
2023-02-03,42.775,29.566666666666666,277.7916666666667,4.54,11.417391304347827,96.66666666666667,49.0,43,14,97,14,6,97.0
2023-02-04,42.52916666666667,29.479166666666668,269.375,5.181818181818182,10.125,104.625,49.0,43,13,107,13,6,107.0
2023-02-05,55.46666666666667,38.59166666666667,346.7916666666667,6.088235294117647,13.692307692307692,103.45833333333333,64.0,55,17,105,17,8,105.0
2023-02-06,57.86666666666667,39.887499999999996,345.9583333333333,7.527272727272727,22.391666666666666,118.125,66.0,58,17,127,28,9,127.0
2023-02-07,36.525,21.829166666666666,233.91666666666666,5.6761904761904765,11.141666666666666,90.16666666666667,36.0,37,12,90,14,7,90.0
2023-02-08,30.041666666666668,20.183333333333334,241.29166666666666,5.533333333333334,4.479166666666667,94.79166666666667,34.0,30,12,95,6,7,95.0
2023-02-09,48.28333333333333,33.43333333333333,314.6666666666667,5.93125,9.307142857142859,91.25,56.0,48,16,91,12,7,91.0
2023-02-10,56.62083333333334,38.6875,345.375,6.594117647058824,13.211111111111112,97.66666666666667,64.0,57,17,98,17,8,98.0
2023-02-11,44.30416666666667,29.46666666666667,270.6666666666667,6.394444444444444,15.894117647058822,89.45833333333333,49.0,44,14,89,20,8,89.0
2023-02-12,25.8125,17.070833333333333,201.95833333333334,3.6166666666666667,5.6625000000000005,96.91666666666667,28.0,26,10,97,7,5,97.0
2023-02-13,32.8125,22.558333333333334,218.41666666666666,3.779166666666667,8.304166666666667,108.16666666666667,38.0,33,11,112,10,5,112.0
2023-02-14,28.579166666666666,19.89166666666667,232.95833333333334,3.8125,9.0625,104.5,33.0,29,12,107,11,5,107.0
2023-02-15,21.425,14.520833333333334,229.33333333333334,4.258333333333334,5.154166666666667,105.66666666666667,24.0,21,11,108,6,5,108.0
2023-02-16,22.2,14.754166666666668,236.91666666666666,5.266666666666667,3.4250000000000003,101.625,25.0,22,12,102,4,7,102.0
2023-02-17,22.412499999999998,15.245833333333332,238.95833333333334,4.808333333333334,3.3249999999999997,105.125,25.0,22,12,108,4,6,108.0
2023-02-18,23.599999999999998,16.270833333333332,246.04166666666666,4.841666666666667,5.4375,108.33333333333333,27.0,24,12,112,7,6,112.0
